"index"	"image_path"	"hint"	"question"	"answer"	"category"
"873"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"In the thermal image, should the heatmap be shifted downward to correctly match the positions of black edges of the objects?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"874"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"In the thermal image, should the heatmap be zoomed out to correctly match the positions of black edges of the objects?"	"No"	"RGB-Thermal-Heatmap Alignment"
"875"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the sofa showing a higher temperature concentration near its center in the thermal image?"	"No"	"Instance Thermal Attribute"
"876"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Are the glass window panes showing a temperature gradient from warm at the bottom to cooler at the top?"	"Yes"	"Instance Thermal Attribute"
"877"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the table lamp showing a higher temperature in its lampshade than its lower part?"	"No"	"Instance Thermal Attribute"
"878"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the curtain showing a uniform temperature distribution in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"879"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the left window pane showing a higher temperature intensity than the right one?"	"Yes"	"Relative Thermal Attribute"
"880"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the table lamp showing a higher temperature density than the window panes?"	"No"	"Relative Thermal Attribute"
"881"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the pendant lamp showing a higher temperature intensity than the sofa?"	"No"	"Relative Thermal Attribute"
"882"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the sofa cooler than the occasional table?"	"Yes"	"Relative Thermal Attribute"
"883"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the left window pane the warmest area in this scene?"	"Yes"	"Warmest Areas Detection"
"884"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the sofa the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"885"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the middle window pane the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"886"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the table lamp the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"887"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the table lamp the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"888"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is one of the window panes, the coldest area in this scene?"	"No"	"Coldest Areas Detection"
